Id_Cliente,CLUSTER,lat,lon
378,5,-0.171829835,-1.146411538
379,1,1.226698875,1.199580073
380,1,-0.5826177,0.789311588
381,3,0.12785095,0.294094503
382,1,-1.661699772,0.461751461
383,5,-0.45179987,1.45873332
384,1,-0.856531382,0.485013247
385,4,-1.099722624,1.149438143
386,5,0.118766382,-1.193969011
387,1,-1.710150838,-0.862445772
388,4,-1.179281473,0.100418791
389,1,-1.677996993,-0.437530994
390,5,-0.051638179,-1.349908948
391,0,-0.237403944,0.863404572
392,3,0.601019561,-1.034927487
393,4,-1.409699321,0.764154434
394,3,0.743454635,-1.038718224
395,2,0.354800105,-0.784561932
396,5,-0.174692854,1.162533641
397,3,-1.389107585,-1.261341929
398,1,-0.65771687,0.848930597
399,0,0.618362844,1.285390139
400,4,1.228625894,0.313565463
401,1,-1.779028416,0.457616061
402,2,0.350175232,-0.835910141
403,0,-0.423279822,-1.374376893
404,1,-0.755609989,0.679033577
405,0,0.782270551,-0.79059279
406,0,-0.813200712,1.389809608
407,0,-0.727145016,-1.139346838
408,3,-0.398338526,-0.325012952
409,2,0.463209331,-0.974446833
410,1,-0.911258996,0.431769639
411,3,0.080225773,-0.179411575
412,5,-0.248360485,1.446154833
413,0,-0.562961996,-1.070940137
414,3,-0.4894045,-0.186993182
415,0,-0.331277847,0.904586494
416,3,-0.221987695,-1.791537762
417,2,0.329583526,-0.885707557
418,3,0.132530883,-1.916978955
419,5,-0.378682822,1.310374975
420,3,-0.471951097,-0.200433314
421,3,0.379245877,-1.432100415
422,0,-0.211031154,0.217244536
423,3,0.757714689,-0.869510472
424,2,0.322591156,-0.745103121
425,5,0.018891143,1.218361855
426,0,-0.575074792,1.425994635
427,3,0.558074296,0.114203535
428,2,0.132916287,-0.835737824
429,5,-0.249296471,1.20388782
430,0,-0.665039539,-1.263064981
431,0,-0.87095654,1.217672586
432,2,0.21974279,-0.995813191
433,5,-0.033689264,-1.183974981
434,2,0.052036069,-0.804032922
435,5,0.164464533,-1.132971406
436,4,-1.542774439,-0.004689904
437,5,-0.316136897,-0.961523652
438,1,-1.380078077,-0.716499746
439,0,-0.727585495,-1.257551074
440,0,-0.559273124,1.451496363
441,1,-2.032735825,0.687993646
442,0,-0.880867004,-1.213095307
443,3,0.593421578,-0.954631269
444,4,-1.323037982,0.657839477
445,5,-0.432144135,1.466831923
446,4,1.299870968,0.373184472
447,0,-0.855760515,-1.467423916
448,0,-0.64532882,0.222241506
449,4,-0.962958515,-0.324323714
450,0,-0.572542071,-0.969794512
451,0,-0.378242344,0.808437884
452,0,-0.605687022,1.103948474
453,0,-0.540333152,1.440296292
454,0,-0.697413683,0.968685627
455,0,-0.58834374,1.248860598
456,0,-0.515446901,1.127037883
457,2,0.443553627,-0.931197226
458,5,-0.282111049,-0.916378617
459,0,-0.392172039,-0.827294707
460,5,-0.240322009,-1.170879483
461,0,0.895690084,-0.729939878
462,4,-1.350842237,0.803096294
463,5,-0.318229109,-1.118669748
464,3,-0.317788631,-1.603203654
465,3,-0.034515135,-1.754663587
466,2,1.107223034,-0.249369159
467,3,0.24628076,-1.473454714
468,2,0.549375117,-0.803860605
469,5,0.624529362,0.950076163
470,1,-2.06879878,-0.902249217
471,0,-0.575350046,-0.847627163
472,2,1.159362912,-0.165799141
473,2,0.070810854,-0.91741246
474,2,0.539960206,-0.852107227
475,0,0.016578706,1.101019144
476,4,1.04974246,0.431425035
477,2,0.944251239,-0.031742468
478,3,-1.321220994,-1.030275106
479,0,0.950032353,-0.495254606
480,1,-1.745883584,0.7638098
481,3,-0.27054885,-1.783094645
482,2,0.978111923,0.170031771
483,5,0.14447847,-1.098681927
484,0,0.978992879,-0.376533478
485,0,-0.431263208,1.15374589
486,2,1.04561305,0.212419868
487,2,0.13897267,-0.696339607
488,0,-0.3974576,-1.336985707
489,4,-0.8584584,-0.044493362
490,1,-1.657130003,-0.782666564
491,4,-1.471969843,0.093871035
492,5,1.384605289,1.068969607
493,5,-0.15074262,-1.163642526
494,3,-0.007591764,-1.489651799
495,2,0.530159891,0.461923778
496,2,1.374584675,-0.343966991
497,2,0.412611037,-0.993573189
498,3,-0.120846115,-1.732263327
499,2,0.327381223,0.356987387
500,0,-0.775100529,-0.781288087
501,3,-0.279908717,-0.338797718
502,5,-0.01353803,-1.121771336
503,4,-0.677923143,-0.138574272
504,2,0.880438983,-0.144088164
505,0,-0.723511159,-1.211027622
506,2,1.182101846,-0.210771874
507,0,-0.505316257,-1.042681336
508,4,-1.242488027,0.387830764
509,2,0.097073533,-0.512313247
510,0,0.252006799,1.021584511
511,4,-0.665424943,-0.082746036
512,0,0.123226084,0.702639937
513,4,1.606323957,-0.089638412
514,0,-0.103502832,0.539979935
515,0,0.855552793,-0.740795374
516,0,0.731341898,-0.728561401
517,0,0.90504992,-0.581409276
518,3,1.731856227,1.378437161
519,2,0.406664759,0.625445366
520,4,-1.155551434,-0.045354906
521,4,-1.071532965,0.217416838
522,0,-0.48081544,0.113686614
523,4,1.730479717,0.085944809
524,5,0.7671296,1.223186493
525,0,-0.87794894,1.265919209
526,4,-1.087224483,0.302020729
527,0,0.905820727,-0.286932588
528,5,-0.323019147,1.68170166
529,4,-1.332783222,0.557038546
530,2,0.573820889,0.630270004
531,4,-1.354861498,0.373529077
532,4,-1.3794173,0.376802951
533,5,-0.257334948,-1.164676428
534,0,-0.745038867,-1.291323781
535,1,-1.590454698,0.553420067
536,2,0.211043626,-1.066287756
537,1,-1.691210866,-0.699613512
538,1,1.396883249,1.443742514
539,0,-0.866276622,1.154607415
540,1,-1.439760923,-0.71391511
541,5,0.039372727,1.326227427
542,2,1.125502229,0.169342533
543,1,-1.722869277,0.691095233
544,5,-0.187411264,-1.105057359
545,3,0.400883675,0.03115044
546,3,0.222936153,-0.147362038
547,0,-0.973639786,1.224220395
548,1,-1.57145977,0.44055742
549,2,0.334208399,-0.634135962
550,0,-0.291140556,0.537739873
551,3,1.606268883,1.367237091
552,3,0.407160282,-0.242993712
553,4,-1.126866221,0.666110337
554,0,-0.37361747,0.9821257
555,0,-0.965326011,-0.655502319
556,4,1.572463274,-0.070167452
557,4,-1.262639284,0.399547786
558,0,0.618858337,1.361895561
559,4,-0.920013249,-0.024850097
560,5,-0.102181435,-1.251003385
561,0,0.767074525,-0.251436889
562,2,-0.048279639,-0.73631537
563,3,-0.197872281,-0.354133278
564,1,-1.466133714,-0.888809085
565,3,0.952730179,-1.167088747
566,1,1.488885164,1.403766632
567,1,-1.363120198,-0.600535631
568,1,1.126933813,1.493884444
569,3,1.715063453,1.475102782
570,4,-1.043178082,1.10239768
571,5,-0.127453074,-1.232910872
572,1,-1.80705297,0.427289605
573,3,1.740885735,1.126176357
574,3,-0.305841058,-0.302440435
575,4,-0.931575418,0.052516799
576,0,-0.93366766,1.330535173
577,1,-1.732614517,0.940426886
578,3,0.436616331,-0.057933491
579,5,-0.122773141,-1.029758096
580,4,-1.065751791,-0.090672269
581,1,1.530068517,1.503361464
582,0,0.667915046,-0.264187753
583,2,1.748263478,-0.465962023
584,4,-1.262198806,1.188896894
585,4,-0.883289576,-0.080678321
586,0,-0.721474051,-0.693065763
587,2,1.459924698,-0.438047916
588,0,-0.545673788,1.076378942
589,4,-1.153073788,-0.295720369
590,3,1.761807799,1.355692387
591,3,0.549044788,0.045452114
592,1,1.377502799,1.17735219
593,0,-0.208333299,0.660424173
594,5,0.667915046,1.132207155
595,5,-0.495185584,-2.164242983
596,1,1.464824796,1.554020405
597,4,-0.787158251,0.035802793
598,3,-1.305914879,-1.051641464
599,1,-1.802593231,-2.136501074
600,0,-0.456644952,0.823084176
601,3,-1.066412568,-0.963246763
602,0,-0.227108091,0.193638161
603,5,1.104800463,1.135136366
604,2,0.385412365,-0.881055176
605,1,-1.812613845,0.363190532
606,1,-1.221015453,-0.706333518
607,1,-1.604109168,0.552213848
608,1,-1.530937076,0.574958682
609,3,1.847643256,1.365169406
610,5,-0.03374432,-0.892427623
611,5,0.828959763,1.127899408
612,5,0.834465563,1.07586205
613,0,-0.464683443,-0.881227493
614,3,0.677825511,-1.162608624
615,0,-0.708260119,-0.466651261
616,4,-1.365542769,0.923195958
617,1,1.443076849,1.276085496
618,5,0.938304961,1.112736225
619,3,1.684065819,1.271088481
620,2,1.441039801,-0.522651792
621,0,-0.277871579,0.362156659
622,0,0.987196505,-0.423401624
623,4,-0.834177792,-0.006240688
624,5,1.257201076,1.068624973
625,0,-0.577387214,-1.186559677
626,1,1.517350197,1.239211321
627,1,1.493014574,1.311581135
628,3,1.988481641,1.10188067
629,3,-1.152688384,-1.440715909
630,3,0.094871208,-0.369641095
631,5,1.280050159,0.958347023
632,1,-1.701286554,0.467437685
633,5,1.049026608,0.911995828
634,2,0.464475691,-0.677730203
635,5,0.637523055,1.097917557
636,1,-1.788828731,0.497936428
637,1,-0.858183086,0.457271427
638,5,-0.032037523,-1.116429806
639,4,0.87443769,0.504139543
640,3,0.054678857,-0.356717914
641,2,-0.000544338,-0.671871722
642,2,0.629154205,-0.073441334
643,4,-1.374186873,0.312876225
644,2,0.192268834,-0.532645762
645,0,0.996721566,-0.388595134
646,1,-0.869029522,0.634922385
647,4,-1.104402542,1.241795897
648,3,0.851533532,-0.89087683
649,1,-0.757206678,0.650947154
650,3,0.420153975,-1.884757161
651,0,-0.682052493,0.001685542
652,3,0.222055227,-0.135989621
653,0,-0.779780447,1.23990047
654,3,-0.010344665,-0.156666756
655,1,-1.173885822,-0.491980731
656,4,-1.045820832,0.407474041
657,3,0.619519055,-0.95514822
658,3,0.863701344,-1.19172895
659,0,-0.409129888,-1.488101006
660,1,1.123355031,1.497847557
661,0,0.583786428,-0.536264241
662,0,0.369775891,1.002975106
663,5,0.809359133,1.272122383
664,2,0.037500754,-0.770604908
665,2,1.229561925,-0.845042527
666,2,1.438837409,-0.707195044
667,2,0.141009822,-0.892082989
668,1,-1.531872988,-0.625348151
669,1,1.24486804,1.500087619
670,3,0.013054992,-0.134438843
671,4,-1.065311313,-0.014511537
672,4,-0.852677286,0.09559413
673,0,0.379521161,0.999528944
674,4,1.540639758,0.017710309
675,1,-1.815366745,0.533087552
676,4,-0.982614219,0.169342533
677,5,-0.065457739,-1.018213391
678,0,0.483470708,1.208712459
679,1,1.024525881,1.523177028
680,5,0.745656967,0.98505497
681,2,0.773351192,-0.045699526
682,0,-0.326487809,0.753988147
683,2,1.685827732,-0.616215765
684,5,0.147011146,-1.222227693
685,2,0.290217042,-0.702198148
686,2,0.460841864,-0.897424579
687,3,-1.227677464,-1.535830736
688,5,-0.669334114,-1.680225968
689,0,1.036032915,-0.613114178
690,2,0.073398583,-0.679108679
691,2,1.701904655,-0.497839242
692,1,-1.241552114,-2.06533742
693,4,-1.337958694,0.258943409
694,0,-0.706057787,1.23162961
695,0,0.129888102,0.426600367
696,2,0.245785236,-0.518688679
697,4,-1.069881201,0.881152451
698,1,-1.52157712,0.723834038
699,4,1.538877845,-0.05310883
700,3,0.500208318,0.08456634
701,0,0.6821751,-0.528165698
702,5,1.294860721,0.849447548
703,5,-0.390740514,-2.293474913
704,2,0.869152129,-0.034154799
705,1,-1.784479141,0.360778183
706,0,1.05546844,-0.417543113
707,1,-1.79582119,0.393516958
708,2,0.640551209,0.384729207
709,2,0.138146803,-0.572449207
710,1,-1.538920403,0.797410131
711,4,-1.406671047,0.868918478
712,5,-0.311291784,-1.295459151
713,3,0.512100875,0.052861419
714,5,0.030893791,-0.90621233
715,4,-1.384702921,0.503622651
716,2,0.996611416,-0.210427254
717,4,-1.032441735,0.831871986
718,4,-1.360587478,0.885287881
719,0,0.913363695,-0.471475929
720,1,1.294915795,1.508530736
721,5,1.23374629,1.093782187
722,2,0.17365922,-0.520584106
723,1,-0.924252689,0.32493788
724,3,0.218696684,-0.077921376
725,1,-1.820321918,0.654910266
726,0,0.879337847,-0.7487216
727,4,-1.272054195,0.790517747
728,2,0.455501229,-0.785768151
729,4,-1.163810134,0.154351622
730,0,-0.771686971,1.1284163
731,1,-1.277890325,-1.864252329
732,1,-1.217601895,-1.761900544
733,1,-1.221565962,-0.382736623
734,2,0.144643649,-0.979099214
735,3,-0.215215564,-1.605443716
736,4,-1.284056902,1.316061258
737,2,0.894203484,0.09076947
738,3,0.573215246,0.013230267
739,4,-1.151477218,0.599943578
740,0,1.023534775,-0.722530603
741,5,0.023075553,-1.148306966
742,3,-0.287121326,-0.177171543
743,4,-1.092675209,0.798099339
744,0,-0.748067081,-1.187248945
745,0,-0.611137748,-1.063530803
746,2,0.40209493,-1.051986098
747,3,0.047796603,-0.28090176
748,0,-0.799270988,1.280393243
749,2,0.700013876,0.010990246
750,0,-0.598584533,-0.068788975
751,0,0.800770044,-0.250575334
752,2,1.134091258,-0.248852238
753,4,-0.811934352,-0.36757338
754,5,-0.387822449,-1.119186759
755,2,1.126988769,0.034941245
756,1,-1.244525194,-1.766897559
757,4,-0.699065447,-0.207842618
758,0,-0.804336369,-0.751823187
759,5,-0.205305114,-0.83952862
760,2,0.259880096,-1.068700075
761,4,-0.78748858,-0.291240335
762,0,-0.726319134,0.199496672
763,1,1.156720161,1.146164179
764,0,-0.571881413,0.077673964
765,5,0.190782264,-1.072835445
766,2,1.372162223,-0.004862213
767,2,0.402370244,0.522404373
768,5,-0.17023316,1.743216038
769,0,-0.6843099,-1.410217166
770,3,-0.244506419,-0.156666756
771,1,-1.602952957,0.7708745
772,0,-0.552611113,0.233441606
773,3,1.66275835,1.115148544
774,2,0.032765765,-0.82419312
775,0,-0.853503168,-1.21412921
776,4,-1.658066034,0.25653106
777,5,-0.02851381,-1.184491992
778,0,-0.654633582,-0.011237659
779,0,-0.188512415,0.814468741
780,3,-0.356219143,-1.792916179
781,2,0.335639924,0.649224043
782,0,-0.215545908,0.041316692
783,5,0.13891761,-1.439509749
784,1,-1.362349391,-0.521100998
785,5,0.921126902,0.823084176
786,4,1.328060746,0.468816161
787,3,0.269239932,-0.276594043
788,3,0.2822887,0.293577582
789,2,0.316204429,0.497419506
790,2,0.315323502,-0.908797026
791,0,-0.598089039,-0.427364737
792,3,0.550421238,-1.685912132
793,3,-0.212297484,-0.220248878
794,1,-1.448074698,0.551524639
795,5,-0.01827302,-1.195347428
796,2,0.300072432,0.372839838
797,1,-0.661405742,0.674725831
798,4,-1.079791665,0.06009841
799,1,-0.890942633,0.672485769
800,3,-0.086049438,-1.887686372
801,2,0.676283896,0.796720862
802,1,1.5639292,1.208195567
803,3,-0.110880606,-0.551772058
804,3,1.860251546,1.161499739
805,4,-1.188971639,1.111357689
806,2,0.327656507,-0.629483581
807,1,-0.743992746,0.306500763
808,0,-0.434511632,0.080947839
809,4,-1.139529586,0.008922534
810,1,-1.709930658,0.566687882
811,2,1.969927073,-0.624831259
812,5,-0.399164408,-1.984007239
813,1,-1.296555042,-0.773878753
814,3,0.545906484,-1.399189353
815,2,0.52063483,0.821878016
816,3,0.388605744,0.186056539
